BillId,BarId,DrinkerId,TimeIssued,Item,Quantity,Price
866,137,384,1314,Water,3,18.75
866,137,384,1314,Fried Chocolate Tarantula,2,16.28
866,137,384,1314,Miller High Life Light,1,5.17
867,212,235,1701,Ice Tea,2,4.04
868,113,425,1096,Fries,3,30.84
868,113,425,1096,Miller High Life Light,3,16.89
869,206,400,1566,Fried Chocolate Tarantula,3,24.54
869,206,400,1566,Full Sail IPA,3,31.92
869,206,400,1566,Boddingtons Pub Ale,3,20.58
870,200,109,1125,Left Hand Black Jack Porter,2,4.16
871,131,286,1517,Xingu Black Beer,2,17.96
871,131,286,1517,Victoria Bitter,1,8.21
872,214,186,1505,Quail Springs India Pale Ale,3,24.78
872,214,186,1505,Old Milwaukee,1,12.11
872,214,186,1505,Pepsi,3,7.8
873,168,303,1895,Fries,1,10.73
873,168,303,1895,Capital Vintage Ale,1,7.83
874,209,26,1660,Tuppers' Hop Pocket Pils,3,21.72
874,209,26,1660,New Glarus Two Women New,3,33.24
874,209,26,1660,Hotdog,3,34.98
875,172,270,1361,Abita Turbodog,2,22.46
875,172,270,1361,Boulevard Unfiltered Wheat Beer,2,9.14
876,13,162,963,Moosbacher Schwarze Weisse,1,2.58
876,13,162,963,Hotdog,3,34.95
877,1,464,1486,Aass Juleol Premium,3,32.28
878,162,204,1338,River Rock Ale,3,14.58
878,162,204,1338,Spaten Munchen Dunkel,2,9.78
878,162,204,1338,Cheesburger,3,10.65
880,153,201,1646,Cheesburger,1,3.09
880,153,201,1646,Wings,3,36.87
880,153,201,1646,Steamworks Summer Kolsch,3,17.07
880,153,201,1646,Quail Springs India Pale Ale,2,16.3
880,153,201,1646,BridgePort India Pale Ale,2,14.26
881,249,42,1387,Fries,1,10.11
881,249,42,1387,St-Ambroise Oatmeal Stout,1,7.18
881,249,42,1387,Wings,1,12.74
881,249,42,1387,Dirty Shirley,1,12.63
882,85,379,1473,Hotdog,3,33.57
882,85,379,1473,Old Rasputin Russian Imperial Stout,1,4.85
882,85,379,1473,Coke,3,19.83
883,200,400,1602,Left Hand Black Jack Porter,1,2.08
884,227,217,1856,Cheesburger,2,6.62
884,227,217,1856,Pinstripe Red Ale,1,9.02
884,227,217,1856,New Glarus Two Women New,1,11.6
884,227,217,1856,Coke,2,13.3
885,116,394,2173,Station House Red Ale,3,27.6
886,200,410,1955,Left Hand Black Jack Porter,2,4.16
887,70,477,2031,Left Hand Polestar Pilsner,2,10.84
888,237,369,1599,Left Hand Black Jack Porter,2,4.22
889,132,293,1251,Russian River Blind Pig IPA,2,4.22
890,106,498,1423,Saint Arnold Brown Ale,3,15.54
890,106,498,1423,Old Milwaukee,2,24.98
891,149,21,1315,Dirty Shirley,1,12.51
891,149,21,1315,Tripel Karmeliet,3,9.33
892,234,341,1725,Fried Chocolate Tarantula,1,8.15
893,249,470,1879,Wings,3,38.22
893,249,470,1879,St-Ambroise Oatmeal Stout,1,7.18
893,249,470,1879,Dirty Shirley,1,12.63
893,249,470,1879,Fries,2,20.22
894,24,277,1625,BridgePort India Pale Ale,2,14.62
894,24,277,1625,Ice Tea,1,2.69
894,24,277,1625,Hotdog,3,34.32
895,27,376,1664,Ice Tea,1,2.96
895,27,376,1664,Pepsi,1,2.66
896,56,84,1430,Fries,3,30.0
896,56,84,1430,Old Rasputin Russian Imperial Stout,3,14.91
896,56,84,1430,Strong Suffolk Vintage Ale,3,24.39
896,56,84,1430,Pepsi,3,7.95
896,56,84,1430,Drake's Expedition Ale,1,5.3
897,67,373,1103,Southern Pecan Brown ale,2,7.96
897,67,373,1103,Water,2,13.78
897,67,373,1103,Ice Tea,1,2.93
898,122,436,2204,Strong Suffolk Vintage Ale,3,25.71
898,122,436,2204,Fried Chocolate Tarantula,1,8.8
898,122,436,2204,Miller High Life Light,2,11.44
899,128,312,1498,Full Sail IPA,3,31.89
899,128,312,1498,Ice Tea,1,2.46
899,128,312,1498,Cheesburger,2,6.16
899,128,312,1498,Pinstripe Red Ale,1,9.85
899,128,312,1498,Boulevard Unfiltered Wheat Beer,1,4.31
900,238,91,1303,Left Hand Polestar Pilsner,3,17.25
900,238,91,1303,Ice Tea,2,5.28
900,238,91,1303,Engel Gold,1,10.21
901,219,394,1451,Coke,1,6.78
902,143,345,1190,Pepsi,2,4.56
902,143,345,1190,Left Hand Polestar Pilsner,2,12.0
902,143,345,1190,Water,1,6.9
902,143,345,1190,Aass Juleol Premium,1,10.73
903,75,370,1012,Dirty Shirley,1,12.37
903,75,370,1012,Ice Tea,1,2.17
903,75,370,1012,Pepsi,1,2.93
903,75,370,1012,Fried Chocolate Tarantula,3,26.19
904,195,340,1561,Old Milwaukee,2,25.78
905,63,489,1663,Strongarm Ruby Red Ale,3,7.74
905,63,489,1663,Dirty Shirley,1,12.75
905,63,489,1663,Ice Tea,2,4.36
906,84,141,1687,River Rock Ale,3,12.27
906,84,141,1687,Ice Tea,1,2.24
907,50,257,1297,Fried Chocolate Tarantula,1,8.79
908,45,183,1990,Full Sail IPA,2,20.76
908,45,183,1990,Drake's Expedition Ale,1,5.37
910,211,255,1664,River Rock Ale,1,4.83
910,211,255,1664,Ice Tea,3,6.36
910,211,255,1664,Point Horizon Wheat,1,11.47
910,211,255,1664,Fried Chocolate Tarantula,3,26.43
911,23,418,1884,River Rock Ale,1,4.31
911,23,418,1884,Pepsi,2,5.94
912,50,252,1579,Fried Chocolate Tarantula,1,8.79
912,50,252,1579,Xingu Black Beer,2,16.6
912,50,252,1579,St Peter's Wheat Ale,1,10.91
913,51,127,1456,Lakefront Bridge Burner,1,11.79
913,51,127,1456,Geary's Pale Ale,3,14.7
914,240,476,1689,Ice Tea,2,4.74
915,69,15,1783,Water,3,18.21
915,69,15,1783,Dirty Shirley,3,36.42
915,69,15,1783,Strongarm Ruby Red Ale,1,2.43
916,188,32,1429,Fried Chocolate Tarantula,1,8.09
916,188,32,1429,Capital Maibock,2,21.62
916,188,32,1429,Hops Clearwater Light,3,9.27
916,188,32,1429,Dirty Shirley,3,38.73
917,63,454,1719,Dirty Shirley,3,38.25
917,63,454,1719,Strongarm Ruby Red Ale,1,2.58
917,63,454,1719,Ice Tea,2,4.36
918,160,348,1535,Hotdog,3,35.04
918,160,348,1535,St Peter's Wheat Ale,3,30.12
919,128,479,1642,Hotdog,3,33.87
920,213,119,1743,Tuppers' Hop Pocket Pils,2,15.14
920,213,119,1743,Coke,3,19.11
921,132,120,1788,Russian River Blind Pig IPA,2,4.22
922,66,271,1664,Ice Tea,2,4.84
922,66,271,1664,New Glarus Spotted Cow Ale,3,8.43
922,66,271,1664,Dirty Shirley,3,37.86
923,236,465,1195,Coke,1,6.86
923,236,465,1195,Wings,1,12.47
923,236,465,1195,Dirty Shirley,2,25.16
924,208,401,1387,Fries,3,32.31
924,208,401,1387,Lakeport Honey Lager,2,14.78
925,20,78,1140,Pinstripe Red Ale,3,27.54
925,20,78,1140,Water,2,13.86
926,14,457,2184,Abita Turbodog,2,22.2
926,14,457,2184,Dirty Shirley,2,25.64
927,51,479,1637,Capital Vintage Ale,1,7.73
927,51,479,1637,Cheesburger,1,3.24
927,51,479,1637,Lakefront Bridge Burner,1,11.79
928,196,108,1156,Fried Chocolate Tarantula,3,26.7
928,196,108,1156,Aass Juleol Premium,2,20.9
929,69,74,1567,Saint Arnold Brown Ale,2,10.54
929,69,74,1567,Strongarm Ruby Red Ale,3,7.29
929,69,74,1567,Dirty Shirley,1,12.14
929,69,74,1567,Water,1,6.07
930,34,181,1989,St-Ambroise Oatmeal Stout,3,21.42
930,34,181,1989,Ice Tea,2,4.64
931,234,257,1118,Aass Juleol Premium,3,30.18
931,234,257,1118,Moosbacher Schwarze Weisse,1,2.77
931,234,257,1118,Boddingtons Pub Ale,2,12.72
931,234,257,1118,Water,3,18.0
931,234,257,1118,Fried Chocolate Tarantula,3,24.45
932,174,382,1964,Fried Chocolate Tarantula,2,17.12
932,174,382,1964,New Glarus Spotted Cow Ale,1,2.96
932,174,382,1964,Smuttynose Wheat Wine,2,25.1
932,174,382,1964,Lakefront Bridge Burner,3,35.25
932,174,382,1964,Coke,2,13.3
933,47,264,2095,Quail Springs India Pale Ale,3,26.55
934,66,491,1846,Dirty Shirley,2,25.24
934,66,491,1846,New Glarus Spotted Cow Ale,2,5.62
934,66,491,1846,Ice Tea,1,2.42
935,70,50,995,Wings,1,12.36
935,70,50,995,Left Hand Polestar Pilsner,2,10.84
936,35,477,1119,Left Hand Polestar Pilsner,2,10.2
936,35,477,1119,New Glarus Two Women New,1,11.8
936,35,477,1119,Dirty Shirley,1,12.28
937,237,256,1334,Left Hand Black Jack Porter,2,4.22
938,151,134,1838,Cheesburger,1,3.43
938,151,134,1838,Widmer Snowplow Milk Stout,3,33.63
938,151,134,1838,Hotdog,1,11.47
938,151,134,1838,Abita Turbodog,2,23.68
938,151,134,1838,Fried Chocolate Tarantula,1,8.27
939,218,380,1765,Left Hand Polestar Pilsner,1,5.21
939,218,380,1765,Wings,3,38.49
940,218,489,1342,Smuttynose Wheat Wine,2,25.98
940,218,489,1342,Wings,1,12.83
941,70,147,2160,Left Hand Polestar Pilsner,3,16.26
942,11,265,1990,Ice Tea,2,4.94
942,11,265,1990,New Glarus Spotted Cow Ale,2,4.52
942,11,265,1990,Left Hand Black Jack Porter,2,4.98
943,244,313,1105,Wings,1,12.57
943,244,313,1105,Quail Springs India Pale Ale,2,16.52
944,166,158,1765,Dirty Shirley,2,24.68
944,166,158,1765,Station House Red Ale,2,18.5
944,166,158,1765,Wings,2,24.96
944,166,158,1765,Cheesburger,1,3.41
945,204,375,1455,Hitachino Nest Weizen,1,5.98
945,204,375,1455,Coke,3,20.7
945,204,375,1455,Fries,3,31.38
945,204,375,1455,Cheesburger,3,11.25
945,204,375,1455,Pepsi,2,4.7
946,96,282,1235,Abita Turbodog,1,11.77
947,208,419,1767,Fries,2,21.54
947,208,419,1767,Lakeport Honey Lager,1,7.39
948,32,99,1161,Boris,2,20.38
948,32,99,1161,Russian River Blind Pig IPA,3,7.35
948,32,99,1161,Ice Tea,1,2.79
949,91,135,1272,Fries,2,21.62
949,91,135,1272,Hotdog,2,23.1
950,157,284,1128,Ice Tea,3,6.48
950,157,284,1128,Coke,1,6.04
950,157,284,1128,Hops Clearwater Light,2,6.2
951,84,478,915,River Rock Ale,3,12.27
952,186,139,1294,Left Hand Polestar Pilsner,3,16.41
952,186,139,1294,Pepsi,1,2.17
952,186,139,1294,Geary's Pale Ale,1,4.26
952,186,139,1294,Cheesburger,3,9.45
953,86,435,1646,Spaten Munchen Dunkel,3,14.34
953,86,435,1646,Fries,2,20.6
953,86,435,1646,Point Horizon Wheat,3,35.52
954,95,411,1458,Tripel Karmeliet,3,11.52
955,5,200,1950,Fries,3,31.29
956,75,111,1587,Ice Tea,2,4.34
956,75,111,1587,Pepsi,1,2.93
957,97,450,934,Pepsi,1,2.24
957,97,450,934,Fries,2,21.44
957,97,450,934,Coke,1,6.65
958,70,257,1916,Left Hand Polestar Pilsner,3,16.26
959,80,400,2151,Rogue Dry Hopped Saint Rogue Red Ale,1,7.23
959,80,400,2151,Coke,1,6.88
960,129,135,1175,Rogue Dry Hopped Saint Rogue Red Ale,3,21.03
961,87,183,1545,Engel Gold,3,31.32
962,49,148,1273,Fried Chocolate Tarantula,3,24.42
963,74,96,1610,Abita Wheat,2,9.16
963,74,96,1610,Fried Chocolate Tarantula,1,8.96
964,217,387,1125,Wings,1,12.25
964,217,387,1125,Full Sail IPA,1,10.45
965,224,358,1281,Station House Red Ale,1,9.01
965,224,358,1281,Hotdog,1,11.37
966,200,406,2094,Left Hand Black Jack Porter,1,2.08
967,145,440,1433,Smuttynose Wheat Wine,3,36.36
967,145,440,1433,Water,2,14.0
968,231,205,1600,Dirty Shirley,1,12.43
968,231,205,1600,Fordham Dunkel Weiss,3,13.71
969,193,468,1571,Victoria Bitter,3,24.66
969,193,468,1571,Water,3,20.91
969,193,468,1571,Boddingtons Pub Ale,3,19.26
969,193,468,1571,Tripel Karmeliet,3,10.83
970,73,244,1439,Lakefront Bridge Burner,3,34.65
970,73,244,1439,Fordham Dunkel Weiss,1,4.04
971,107,339,1668,New Glarus Spotted Cow Ale,2,4.06
971,107,339,1668,Dirty Shirley,2,25.12
971,107,339,1668,Coke,2,12.56
971,107,339,1668,Cheesburger,1,3.21
971,107,339,1668,Hops Clearwater Light,2,6.14
972,158,314,1782,Pepsi,1,2.18
972,158,314,1782,Engel Gold,3,30.48
973,1,35,1047,Aass Juleol Premium,3,32.28
974,160,457,1218,Pepsi,2,5.34
974,160,457,1218,St Peter's Wheat Ale,2,20.08
974,160,457,1218,Cheesburger,3,11.7
974,160,457,1218,Wings,2,25.82
975,236,190,2053,Coke,2,13.72
975,236,190,2053,Dirty Shirley,2,25.16
975,236,190,2053,Wings,2,24.94
976,54,178,1102,Cheesburger,3,11.64
976,54,178,1102,Lakeport Honey Lager,1,7.34
977,85,20,1577,Old Rasputin Russian Imperial Stout,1,4.85
977,85,20,1577,Hotdog,2,22.38
978,205,159,1367,Ice Tea,2,5.58
978,205,159,1367,Water,2,12.74
978,205,159,1367,Hops Clearwater Light,3,10.38
979,179,334,1528,Widmer Snowplow Milk Stout,2,23.34
979,179,334,1528,Coke,3,18.33
980,48,325,1254,Rogue Dry Hopped Saint Rogue Red Ale,1,7.49
981,234,125,1831,Water,3,18.0
981,234,125,1831,Moosbacher Schwarze Weisse,3,8.31
981,234,125,1831,Boddingtons Pub Ale,2,12.72
982,145,398,1220,Water,3,21.0
982,145,398,1220,Left Hand Black Jack Porter,2,4.92
982,145,398,1220,Smuttynose Wheat Wine,3,36.36
982,145,398,1220,Hotdog,3,34.26
983,83,127,1756,Water,1,6.23
984,127,283,1383,Xingu Black Beer,1,8.54
984,127,283,1383,Wings,1,12.83
985,21,57,1387,Fried Chocolate Tarantula,3,25.92
986,77,350,1719,Steamworks Summer Kolsch,2,10.98
986,77,350,1719,Dirty Shirley,2,24.6
987,124,140,1079,Wings,2,24.78
988,51,431,1916,Cheesburger,3,9.72
988,51,431,1916,Geary's Pale Ale,2,9.8
988,51,431,1916,Lakefront Bridge Burner,2,23.58
988,51,431,1916,Southern Pecan Brown ale,2,7.04
989,149,195,1461,Dirty Shirley,2,25.02
989,149,195,1461,Tripel Karmeliet,3,9.33
990,66,370,1963,Dirty Shirley,1,12.62
990,66,370,1963,Ice Tea,1,2.42
990,66,370,1963,New Glarus Spotted Cow Ale,1,2.81
991,183,333,1361,Fried Chocolate Tarantula,2,16.72
991,183,333,1361,Geary's Pale Ale,3,12.3
992,120,202,2197,Water,2,12.28
992,120,202,2197,Sundance Amber Ale,2,13.7
993,80,214,1567,Coke,2,13.76
994,16,32,1717,Fried Chocolate Tarantula,2,17.28
994,16,32,1717,Pepsi,2,4.06
995,183,122,1763,Fried Chocolate Tarantula,3,25.08
995,183,122,1763,New Glarus Two Women New,2,22.86
995,183,122,1763,Hitachino Nest Weizen,2,10.02
995,183,122,1763,Geary's Pale Ale,1,4.1
995,183,122,1763,Boddingtons Pub Ale,1,6.96
996,14,325,1333,Dirty Shirley,1,12.82
996,14,325,1333,Abita Turbodog,2,22.2
997,131,414,1574,Victoria Bitter,3,24.63
997,131,414,1574,Xingu Black Beer,2,17.96
998,80,219,1305,Coke,3,20.64
998,80,219,1305,Rogue Dry Hopped Saint Rogue Red Ale,2,14.46
999,67,258,922,Widmer Snowplow Milk Stout,1,11.25
999,67,258,922,Water,3,20.67
999,67,258,922,Old Milwaukee,3,38.43
999,67,258,922,Pepsi,2,4.24
999,67,258,922,Ice Tea,1,2.93
1000,239,363,1650,Ice Tea,3,6.18
1001,60,41,1719,Fried Chocolate Tarantula,2,17.16
1001,60,41,1719,Pinstripe Red Ale,2,18.78
1001,60,41,1719,Dirty Shirley,1,12.24
1001,60,41,1719,Coke,3,20.4
1002,198,201,1838,Old Milwaukee,2,25.72
1002,198,201,1838,Geary's Pale Ale,2,8.02
1002,198,201,1838,Fried Chocolate Tarantula,3,26.91
1002,198,201,1838,Hotdog,1,11.47
1002,198,201,1838,Wings,1,12.56
1003,174,436,1347,Smuttynose Wheat Wine,1,12.55
1003,174,436,1347,Coke,1,6.65
1004,32,41,1775,Boris,3,30.57
1004,32,41,1775,Cheesburger,2,6.34
1004,32,41,1775,Fried Chocolate Tarantula,3,26.04
1004,32,41,1775,Ice Tea,1,2.79
1004,32,41,1775,Russian River Blind Pig IPA,2,4.9
1005,173,467,1956,Boddingtons Pub Ale,3,20.22
1005,173,467,1956,Coke,1,6.0
1006,243,457,1554,Miller High Life Light,1,5.72
1007,159,143,1403,Fred,1,9.31
1007,159,143,1403,St-Ambroise Oatmeal Stout,1,7.18
1007,159,143,1403,Fordham Dunkel Weiss,1,4.21
1008,82,84,1143,Fordham Dunkel Weiss,3,14.94
1009,163,266,1770,Wings,1,12.73
1010,76,273,972,Moosbacher Schwarze Weisse,2,5.44
1010,76,273,972,Drake's Expedition Ale,1,5.96
1012,46,152,2044,Lakefront Bridge Burner,1,11.27
1013,5,15,1825,Fries,1,10.43
1014,16,203,1335,Fried Chocolate Tarantula,2,17.28
1014,16,203,1335,Full Sail IPA,1,10.18
1015,249,116,1959,St-Ambroise Oatmeal Stout,3,21.54
1015,249,116,1959,Dirty Shirley,3,37.89
1015,249,116,1959,Fries,3,30.33
1016,246,141,1423,Hotdog,3,33.9
1017,176,176,1741,Cheesburger,3,11.55
1017,176,176,1741,Strongarm Ruby Red Ale,1,2.46
1017,176,176,1741,Steamworks Summer Kolsch,1,5.35
1018,113,24,945,Miller High Life Light,2,11.26
1019,194,422,1246,River Rock Ale,1,4.87
1019,194,422,1246,Boddingtons Pub Ale,1,6.92
1019,194,422,1246,Dirty Shirley,2,25.78
1020,148,35,1770,Coke,1,6.08
1020,148,35,1770,Sundance Amber Ale,2,12.46
1020,148,35,1770,Wings,1,12.62
1021,109,12,1504,Widmer Snowplow Milk Stout,1,11.47
1022,40,270,1811,Fried Chocolate Tarantula,3,24.96
1022,40,270,1811,Ice Tea,2,4.52
1022,40,270,1811,Point Horizon Wheat,3,34.17
1022,40,270,1811,Moosbacher Schwarze Weisse,1,2.34
1023,122,234,1291,Fried Chocolate Tarantula,3,26.4
1023,122,234,1291,Strong Suffolk Vintage Ale,3,25.71
1023,122,234,1291,Miller High Life Light,2,11.44
1024,150,332,1572,Capital Vintage Ale,1,7.55
1024,150,332,1572,Fried Chocolate Tarantula,3,24.45
1024,150,332,1572,Wings,2,24.94
1024,150,332,1572,Fries,2,20.64
1025,198,435,1807,Wings,1,12.56
1025,198,435,1807,Hotdog,3,34.41
1025,198,435,1807,Old Milwaukee,1,12.86
1025,198,435,1807,Geary's Pale Ale,2,8.02
1026,222,142,1032,Cheesburger,1,3.42
1026,222,142,1032,Old Milwaukee,1,12.82
1026,222,142,1032,New Glarus Spotted Cow Ale,1,2.78
1026,222,142,1032,Boulevard Unfiltered Wheat Beer,2,9.18
1027,18,12,1348,Hitachino Nest Weizen,2,11.74
1027,18,12,1348,Station House Red Ale,2,18.18
1028,64,126,1383,Xingu Black Beer,3,24.45
1029,135,251,1055,Fried Chocolate Tarantula,1,8.47
1030,157,18,1663,Coke,1,6.04
1030,157,18,1663,Hops Clearwater Light,3,9.3
1031,132,222,1549,Russian River Blind Pig IPA,2,4.22
1032,38,48,1588,Full Sail IPA,2,20.24
1032,38,48,1588,Hotdog,3,34.44
1033,75,214,1861,Ice Tea,3,6.51
1033,75,214,1861,Pepsi,3,8.79
1033,75,214,1861,Dirty Shirley,1,12.37
1033,75,214,1861,Fried Chocolate Tarantula,2,17.46
1033,75,214,1861,Water,2,12.12
1034,147,431,1535,Tuppers' Hop Pocket Pils,2,15.82
1034,147,431,1535,Water,2,12.26
1034,147,431,1535,Wings,3,36.69
1035,55,492,1357,Coke,2,12.14
1035,55,492,1357,Smuttynose Wheat Wine,1,12.69
1036,4,475,1279,Tripel Karmeliet,3,10.89
1036,4,475,1279,Wings,2,25.78
1036,4,475,1279,Southern Pecan Brown ale,2,7.26
1037,77,6,1691,Dirty Shirley,1,12.3
1038,24,328,1076,BridgePort India Pale Ale,1,7.31
1039,82,432,1600,Wings,3,36.3
1039,82,432,1600,Dirty Shirley,1,12.57
1039,82,432,1600,Fordham Dunkel Weiss,2,9.96
1039,82,432,1600,Tuppers' Hop Pocket Pils,3,23.31
1039,82,432,1600,Ice Tea,2,5.52
1040,70,242,1908,Wings,1,12.36
1040,70,242,1908,Left Hand Polestar Pilsner,3,16.26
1041,32,112,1782,Boris,2,20.38
1041,32,112,1782,Cheesburger,3,9.51
1041,32,112,1782,Russian River Blind Pig IPA,2,4.9
1042,205,198,1739,Hops Clearwater Light,1,3.46
1042,205,198,1739,Ice Tea,1,2.79
1042,205,198,1739,Water,2,12.74
1043,247,37,1589,Russian River Blind Pig IPA,1,2.02
1043,247,37,1589,Boris,3,32.46
1043,247,37,1589,Cheesburger,1,3.04
1043,247,37,1589,Hitachino Nest Weizen,1,5.24
1044,163,174,1431,Boris,1,10.99
1044,163,174,1431,Fordham Dunkel Weiss,3,14.76
1044,163,174,1431,BridgePort India Pale Ale,1,7.18
1045,27,391,942,Ice Tea,3,8.88
1045,27,391,942,New Glarus Two Women New,3,34.86
1045,27,391,942,Pepsi,2,5.32
1046,43,7,1354,Abita Turbodog,2,23.1
1046,43,7,1354,Water,3,19.11
1046,43,7,1354,Coke,1,6.8
1046,43,7,1354,Capital Vintage Ale,1,7.41
1047,18,194,1612,Hitachino Nest Weizen,1,5.87
1048,171,276,1307,Engel Gold,2,20.48
1048,171,276,1307,Wings,3,37.47
1049,242,337,2071,Hitachino Nest Weizen,2,11.2
1050,105,338,1240,Fried Chocolate Tarantula,1,8.58
1050,105,338,1240,Geary's Pale Ale,1,4.45
1050,105,338,1240,Wings,2,25.66
1051,41,350,1288,Smuttynose Wheat Wine,1,12.36
1051,41,350,1288,Abita Wheat,1,4.91
1051,41,350,1288,Pepsi,2,6.0
1051,41,350,1288,Lakefront Bridge Burner,1,11.36
1051,41,350,1288,Full Sail IPA,1,10.14
1052,240,383,1184,Tripel Karmeliet,2,7.1
1053,81,85,1305,Lakeport Honey Lager,3,22.14
1053,81,85,1305,Water,3,20.34
1054,7,203,1464,Ice Tea,1,2.69
1055,152,249,1101,St Peter's Wheat Ale,1,10.48
1056,30,45,1543,Ice Tea,3,6.21
1056,30,45,1543,SweetWater Summer Hummer,2,4.08
1056,30,45,1543,Capital Vintage Ale,2,14.38
1057,32,70,1519,Cheesburger,3,9.51
1057,32,70,1519,Boris,1,10.19
1057,32,70,1519,Fried Chocolate Tarantula,1,8.68
1057,32,70,1519,Russian River Blind Pig IPA,3,7.35
1057,32,70,1519,Ice Tea,1,2.79
1058,53,243,1376,Saint Arnold Brown Ale,3,17.07
1059,15,428,2031,Ice Tea,2,4.84
1060,212,258,1888,Russian River Blind Pig IPA,3,6.3
1060,212,258,1888,Capital Vintage Ale,3,22.26
1060,212,258,1888,Ice Tea,3,6.06
1060,212,258,1888,Fries,3,30.21
1060,212,258,1888,Boulevard Unfiltered Wheat Beer,3,12.33
1061,224,481,1570,Ice Tea,2,5.88
1061,224,481,1570,Hotdog,2,22.74
1061,224,481,1570,Station House Red Ale,2,18.02
1062,125,66,1456,Tripel Karmeliet,3,10.89
1062,125,66,1456,Fried Chocolate Tarantula,3,24.69
1062,125,66,1456,Dirty Shirley,3,36.21
1062,125,66,1456,Ice Tea,1,2.07
1063,192,4,1503,Dirty Shirley,3,36.36
1064,191,264,1939,River Rock Ale,1,4.73
1064,191,264,1939,Dirty Shirley,3,38.46
1064,191,264,1939,New Glarus Spotted Cow Ale,3,8.13
1064,191,264,1939,Coke,2,12.28
1065,87,479,1559,Engel Gold,3,31.32
1066,82,446,933,Fordham Dunkel Weiss,3,14.94
1066,82,446,933,Drake's Expedition Ale,2,10.9
1066,82,446,933,Dirty Shirley,3,37.71
1066,82,446,933,Wings,2,24.2
1066,82,446,933,Tuppers' Hop Pocket Pils,3,23.31
1067,151,209,1901,Abita Turbodog,1,11.84
1067,151,209,1901,Cheesburger,2,6.86
1067,151,209,1901,Widmer Snowplow Milk Stout,3,33.63
1068,176,405,1008,Widmer Snowplow Milk Stout,3,35.22
1068,176,405,1008,Cheesburger,3,11.55
1068,176,405,1008,Strongarm Ruby Red Ale,1,2.46
1069,75,94,1869,Pepsi,1,2.93
1069,75,94,1869,Ice Tea,3,6.51
1069,75,94,1869,Water,1,6.06
1069,75,94,1869,Wings,3,36.9
1069,75,94,1869,Dirty Shirley,1,12.37
1070,172,471,1346,Pepsi,2,5.32
1071,163,453,1741,Wings,2,25.46
1072,13,259,1780,Pinstripe Red Ale,1,9.53
1073,51,27,1137,Capital Vintage Ale,1,7.73
1074,206,412,1365,Fried Chocolate Tarantula,1,8.18
1074,206,412,1365,Boddingtons Pub Ale,2,13.72
1075,96,441,1921,Spaten Munchen Dunkel,2,9.4
1075,96,441,1921,Abita Turbodog,1,11.77
1075,96,441,1921,BridgePort India Pale Ale,2,15.34
1075,96,441,1921,River Rock Ale,2,9.12
1076,15,293,1184,Ice Tea,3,7.26
1076,15,293,1184,Fries,1,10.13
1076,15,293,1184,Pepsi,1,2.51
1076,15,293,1184,Wings,3,37.44
1077,118,467,1290,Dirty Shirley,3,37.65
1077,118,467,1290,Capital Vintage Ale,2,15.74
1077,118,467,1290,Water,3,19.05
1078,152,256,962,Aass Juleol Premium,3,32.04
1078,152,256,962,Dirty Shirley,3,37.8
1078,152,256,962,St Peter's Wheat Ale,2,20.96
1078,152,256,962,Tripel Karmeliet,1,3.6
1079,203,65,1800,Fried Chocolate Tarantula,2,16.7
1080,126,238,1541,Capital Maibock,1,10.23
1080,126,238,1541,Fries,1,10.35
1080,126,238,1541,Ice Tea,3,6.06
1081,107,325,1669,Dirty Shirley,2,25.12
1081,107,325,1669,Hops Clearwater Light,3,9.21
1082,39,460,2085,Water,3,20.88
1083,37,189,1320,Cheesburger,3,9.84
1083,37,189,1320,Station House Red Ale,3,27.54
1083,37,189,1320,Fred,2,19.84
1084,17,253,1332,Miller High Life Light,1,5.04
1084,17,253,1332,Fried Chocolate Tarantula,1,8.94
1085,10,411,1775,Left Hand Polestar Pilsner,2,10.44
1085,10,411,1775,Fries,2,21.78
1085,10,411,1775,Dirty Shirley,3,37.02
1086,171,191,910,Cheesburger,3,9.21
1086,171,191,910,Aass Juleol Premium,3,31.17
1086,171,191,910,Wings,1,12.49
1086,171,191,910,Engel Gold,3,30.72
1087,69,148,1585,Water,2,12.14
1087,69,148,1585,Saint Arnold Brown Ale,3,15.81
1087,69,148,1585,Dirty Shirley,1,12.14
1088,52,246,1158,Fried Chocolate Tarantula,3,25.83
1088,52,246,1158,Dirty Shirley,3,37.47
1088,52,246,1158,Cheesburger,2,6.32
1089,215,215,1073,Old Rasputin Russian Imperial Stout,2,8.7
1089,215,215,1073,Pinstripe Red Ale,2,19.12
1090,25,198,1591,Xingu Black Beer,3,24.42
1090,25,198,1591,Water,1,6.67
1090,25,198,1591,Old Rasputin Russian Imperial Stout,1,4.25
1090,25,198,1591,Wings,3,36.51
1090,25,198,1591,New Glarus Two Women New,1,11.7
1091,183,126,2067,Fried Chocolate Tarantula,2,16.72
1093,182,10,2039,Cheesburger,1,3.5
1094,30,284,1024,SweetWater Summer Hummer,1,2.04
1095,20,203,1389,Ice Tea,2,5.84
1095,20,203,1389,Water,1,6.93
1095,20,203,1389,Left Hand Polestar Pilsner,3,17.97
1096,27,92,2132,Ice Tea,1,2.96
1096,27,92,2132,New Glarus Two Women New,1,11.62
1096,27,92,2132,Pepsi,2,5.32
1097,132,306,891,Russian River Blind Pig IPA,3,6.33
1098,160,24,1320,St Peter's Wheat Ale,2,20.08
1098,160,24,1320,Pepsi,2,5.34
